Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_1126000	threonine--tRNA ligase	11	1014334	1017375	-1		protein_coding	Q8IIA4	
PF3D7_1220900	heterochromatin protein 1	12	831252	832052	-1		protein_coding	Q8I5K4	
PF3D7_1202400	peptidyl-prolyl cis-trans isomerase	12	141642	143268	-1		protein_coding	Q8I621	
PF3D7_1246600	pre-mRNA-splicing factor CWC26, putative	12	1936522	1937694	1		protein_coding	Q8I4W6	
PF3D7_1201100	RESA-like protein with PHIST and DnaJ domains	12	81449	84451	-1		protein_coding		
PF3D7_1255100	rifin	12	2238210	2239417	1		protein_coding	Q8I4N6	
PF3D7_1225700	conserved Plasmodium protein, unknown function	12	1039410	1043915	-1		protein_coding	Q8I5G0	
PF3D7_1244200	RNA polymerase II transcription factor B subunit 2, putative	12	1852844	1855681	-1		protein_coding	Q8I4Y8	
PF3D7_1237400	conserved Plasmodium protein, unknown function	12	1558909	1560623	1		protein_coding		
PF3D7_1206300	conserved Plasmodium protein, unknown function	12	281020	289302	-1		protein_coding		
PF3D7_1248500	bax inhibitor 1, putative	12	1983480	1984349	-1		protein_coding	Q8I4U9	
PF3D7_1245800	epsin, putative	12	1908149	1909764	1		protein_coding		
PF3D7_1223000	conserved Plasmodium protein, unknown function	12	925375	926249	-1		protein_coding		
PF3D7_1254400	rifin	12	2214671	2216019	1		protein_coding	Q8I4P3	
PF3D7_1207800	conserved Plasmodium protein, unknown function	12	354540	357446	-1		protein_coding		
PF3D7_1233000	elongation factor G	12	1355317	1357728	-1		protein_coding	Q8I592	
PF3D7_1234600	protein TOC75, putative	12	1441736	1445128	-1		protein_coding	Q8I576	
PF3D7_1248600	conserved Plasmodium protein, unknown function	12	1988237	1990745	1		protein_coding	Q8I4U8	
PF3D7_1201800	cytochrome c oxidase assembly protein COX19,putative	12	105683	106339	-1		protein_coding	Q8I627	
PF3D7_1246900	RAC-beta serine/threonine protein kinase	12	1943358	1945803	-1		protein_coding	Q8I4W3	
PF3D7_1211500	mitochondrial ribosomal protein S18 precursor,putative	12	507808	508971	-1		protein_coding	Q8I5T6	
PF3D7_1223600	conserved Plasmodium protein, unknown function	12	962631	967491	-1		protein_coding	A0A143ZZX1	Q8I5I1
PF3D7_1233400	conserved Plasmodium membrane protein, unknown function	12	1380094	1382378	-1		protein_coding	A0A144A1C7	
PF3D7_1227100	DNA helicase 60	12	1093543	1095771	-1		protein_coding	Q8I5E7	
PF3D7_1208600	mitochondrial import inner membrane translocase subunit TIM10, putative	12	402300	402527	1		protein_coding	Q8I5W2	
PF3D7_1215600	conserved Plasmodium protein, unknown function	12	635035	635457	1		protein_coding		
PF3D7_1203000	origin recognition complex subunit 1	12	167706	171275	1		protein_coding	A0A144A1W6	Q8I615
PF3D7_1205100	O-phosphoseryl-tRNA(Sec) selenium transferase,putative	12	222695	224991	-1		protein_coding	Q8I5Z4	
PF3D7_1251600	conserved Plasmodium protein, unknown function	12	2103117	2105255	1		protein_coding		
PF3D7_1209300	zinc finger transcription factor, putative	12	428495	432880	-1		protein_coding	Q7KQK4	
PF3D7_1241800	ATP-dependent RNA helicase DBP9, putative	12	1780012	1782648	-1		protein_coding	Q8I511	
PF3D7_1242700	40S ribosomal protein S17, putative	12	1803653	1804483	1		protein_coding	Q8I502	
PF3D7_1226500	RAP protein, putative	12	1072459	1076976	1		protein_coding		
PF3D7_1209800	ATP synthase mitochondrial F1 complex assembly factor 1, putative	12	447381	447950	-1		protein_coding	Q8I5V1	
PF3D7_1239800	conserved Plasmodium protein, unknown function	12	1660451	1677754	1		protein_coding		
PF3D7_1241600	mitochondrial carrier protein, putative	12	1774901	1776582	1		protein_coding	Q8I513	
PF3D7_1219600	aminophospholipid-transporting P-ATPase	12	785571	790673	-1		protein_coding	Q8I5L4	
PF3D7_1201300	liver stage associated protein 1	12	92242	92562	1		protein_coding	Q8I632	
PF3D7_1215000	thioredoxin peroxidase 2	12	621125	621775	1		protein_coding	Q8I5Q6	
PF3D7_1252700	Plasmodium exported protein (PHISTb), unknown function	12	2154618	2156124	1		protein_coding	Q8I4Q9	
PF3D7_1217500	conserved Plasmodium protein, unknown function	12	693067	693711	1		protein_coding		
PF3D7_1245900	conserved Plasmodium protein, unknown function	12	1910963	1911898	1		protein_coding		
PF3D7_1249700	conserved Plasmodium protein, unknown function	12	2023455	2026181	-1		protein_coding		
PF3D7_1239200	transcription factor with AP2 domain(s)	12	1634695	1642428	1		protein_coding	Q8I531	
PF3D7_1252200	chitinase	12	2125435	2126571	1		protein_coding	Q8I4R4	
PF3D7_1245000	conserved Plasmodium protein, unknown function	12	1880036	1881406	-1		protein_coding	Q8I4Y1	
PF3D7_1238800	acyl-CoA synthetase	12	1610363	1612741	1		protein_coding	Q8I535	
PF3D7_1229800	myosin D	12	1219136	1226465	-1		protein_coding	A0A144A488	
PF3D7_1232500	CG2-related protein, putative	12	1339845	1343314	-1		protein_coding	A0A144A1B9	
PF3D7_1211000	kinesin-7, putative	12	484065	489902	1		protein_coding	Q8I5U0	
PF3D7_1207600	tRNA delta(2)-isopentenylpyrophosphate transferase, putative	12	349479	351284	-1		protein_coding	Q8I0X4	
PF3D7_1238000	COPI associated protein, putative	12	1581984	1582987	1		protein_coding	A0A144A0I2	
PF3D7_1238300	pre-mRNA-splicing factor CWC22, putative	12	1589169	1592072	1		protein_coding	Q8I540	
PF3D7_1213500	integral membrane protein GPR180, putative	12	583089	585323	1		protein_coding	Q8I5S0	
PF3D7_1218600	arginine--tRNA ligase, putative	12	732174	734959	-1		protein_coding	Q8I5M2	
PF3D7_1249000	conserved Plasmodium membrane protein, unknown function	12	2005175	2007193	-1		protein_coding		
PF3D7_1203500	threonylcarbamoyl-AMP synthase, putative	12	182298	183968	-1		protein_coding	Q8I610	
PF3D7_1250700	conserved Plasmodium protein, unknown function	12	2075792	2076517	1		protein_coding	Q8I4S7	
PF3D7_1222300	endoplasmin, putative	12	883567	886032	-1		protein_coding	Q8I0V4	
PF3D7_1230600	sun-family protein, putative	12	1256690	1258104	1		protein_coding	Q8I5B4	
PF3D7_1222900	conserved Plasmodium protein, unknown function	12	923527	925198	1		protein_coding		
PF3D7_1247300	GPI mannosyltransferase 2, putative	12	1952568	1954624	1		protein_coding	Q8I4V9	
PF3D7_1231900	conserved Plasmodium protein, unknown function	12	1321980	1325240	1		protein_coding		
PF3D7_1201900	conserved protein, unknown function	12	107338	108202	-1		protein_coding		
PF3D7_1211100	HSP20-like chaperone	12	490862	491557	1		protein_coding		
PF3D7_1200300	rifin	12	30078	31261	-1		protein_coding	Q8I641	
PF3D7_1226200	conserved Plasmodium protein, unknown function	12	1059718	1061469	-1		protein_coding		
PF3D7_1240600	erythrocyte membrane protein 1, PfEMP1	12	1719574	1727456	1		protein_coding	Q8I519	
PF3D7_1238200	conserved Plasmodium protein, unknown function	12	1586261	1587466	-1		protein_coding		
PF3D7_1228800	WD repeat-containing protein, putative	12	1169557	1179186	-1		protein_coding	Q8I5D0	
PF3D7_1214500	conserved Plasmodium protein, unknown function	12	611892	613128	1		protein_coding	A0A144A024	
PF3D7_1221700	FbpA domain protein, putative	12	865726	868581	1		protein_coding	Q8I5J6	
PF3D7_1216200	glycerol-3-phosphate dehydrogenase, putative	12	648889	650552	1		protein_coding	Q8I5P5	
PF3D7_1216100	conserved Plasmodium membrane protein, unknown function	12	646979	647860	1		protein_coding		
PF3D7_1206500	Tat binding protein 1(TBP-1)-interacting protein, putative	12	292424	294379	1		protein_coding	Q8I5Y0	
PF3D7_1222800	conserved Plasmodium protein, unknown function	12	920790	922416	-1		protein_coding		
PF3D7_1213400	conserved Plasmodium protein, unknown function	12	579595	581325	-1		protein_coding		
PF3D7_1238900	protein kinase 2	12	1615323	1616852	-1		protein_coding	Q8I534	
PF3D7_1253000	gametocyte erythrocyte cytosolic protein	12	2168181	2169759	1		protein_coding	Q8I4Q6	
PF3D7_1248900	26S protease regulatory subunit 8, putative	12	2002723	2004030	-1		protein_coding	Q8I4U5	
PF3D7_1208400	amino acid transporter, putative	12	390932	395626	1		protein_coding		
PF3D7_1214200	histone-lysine N-methyltransferase, putative	12	607379	608006	-1		protein_coding	Q8I5R3	
PF3D7_1236600	p25-alpha family protein, putative	12	1527455	1528034	-1		protein_coding	Q8I557	
PF3D7_1207500	RNA-binding protein, putative	12	348274	349100	1		protein_coding	Q8I5X0	
PF3D7_1228700	conserved Plasmodium protein, unknown function	12	1165508	1169148	1		protein_coding	Q8I5D1	
PF3D7_1247600	conserved Plasmodium protein, unknown function	12	1962774	1964258	-1		protein_coding	A0A144A0S1	
PF3D7_1244500	conserved Plasmodium protein, unknown function	12	1864229	1866661	-1		protein_coding		
PF3D7_1231100	ras-related protein Rab-2	12	1276257	1277734	1		protein_coding	Q8I5A9	
PF3D7_1233200.2	conserved Plasmodium protein, unknown function	12	1360631	1370637	-1		protein_coding		
PF3D7_1255200	erythrocyte membrane protein 1, PfEMP1	12	2241271	2248962	-1		protein_coding	Q8I4N5	
PF3D7_1250200	conserved Plasmodium membrane protein, unknown function	12	2059108	2063227	1		protein_coding	Q8I4T2	
PF3D7_1227400	conserved Plasmodium protein, unknown function	12	1109151	1112669	-1		protein_coding	Q8I5E4	
PF3D7_1233200.1	conserved Plasmodium protein, unknown function	12	1360631	1370637	-1		protein_coding		
PF3D7_1229100	multidrug resistance-associated protein 2	12	1192888	1199214	-1		protein_coding	Q8I5C7	
PF3D7_1232200	dihydrolipoyl dehydrogenase, mitochondrial	12	1333134	1334896	1		protein_coding	Q8I5A0	
PF3D7_1232600	conserved Plasmodium protein, unknown function	12	1344263	1345351	1		protein_coding		
PF3D7_1204100	conserved Plasmodium protein, unknown function	12	198970	202239	-1		protein_coding		
PF3D7_1215100	conserved Plasmodium protein, unknown function	12	623126	626273	1		protein_coding	Q8I5Q5	
PF3D7_1236900	conserved Plasmodium protein, unknown function	12	1534519	1535879	-1		protein_coding		
PF3D7_1201700	conserved Plasmodium membrane protein, unknown function	12	103861	104604	-1		protein_coding		
PF3D7_1232800	conserved Plasmodium protein, unknown function	12	1350645	1351283	-1		protein_coding	A0A144A1U3	
PF3D7_1246200	actin I	12	1920784	1921914	1		protein_coding	A0A144A1R5	Q8I4X0
PF3D7_1253100	Plasmodium exported protein (PHISTa), unknown function	12	2171342	2172349	1		protein_coding		
PF3D7_1224700	conserved Plasmodium protein, unknown function	12	1003201	1007586	-1		protein_coding		
PF3D7_1245200	conserved Plasmodium membrane protein, unknown function	12	1888250	1892698	-1		protein_coding		
PF3D7_1227800	histone S-adenosyl methyltransferase, putative	12	1134370	1137648	-1		protein_coding	Q8I5E0	
PF3D7_1249900	apicoplast dimethyladenosine synthase, putative	12	2041293	2043212	-1		protein_coding	A0A144A0V8	
PF3D7_1208100	conserved Plasmodium protein, unknown function	12	361900	375874	1		protein_coding	Q8I5W6	
PF3D7_1224100	conserved Plasmodium protein, unknown function	12	976820	977889	-1		protein_coding		
PF3D7_1243900	double C2-like domain-containing protein	12	1834064	1840736	-1		protein_coding	Q8I4Z1	
PF3D7_1248400	conserved Plasmodium protein, unknown function	12	1981906	1982763	1		protein_coding	Q8I4V0	
PF3D7_1243500	vacuolar-sorting protein SNF7, putative	12	1820881	1822595	-1		protein_coding	A0A144A0N0	
PF3D7_1205600	conserved Plasmodium protein, unknown function	12	249336	251399	-1		protein_coding	Q8I5Y9	
PF3D7_1209600	porphobilinogen deaminase	12	443680	444987	1		protein_coding	Q8I5V3	
PF3D7_1237300	conserved Plasmodium protein, unknown function	12	1556299	1557617	-1		protein_coding		
PF3D7_1247400	FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase	12	1955124	1956038	-1		protein_coding	Q8I4V8	
PF3D7_1218300	AP-2 complex subunit mu, putative	12	717955	719820	1		protein_coding	Q8I5M5	
PF3D7_1239400	conserved Plasmodium protein, unknown function	12	1646612	1647151	-1		protein_coding		
PF3D7_1248100	methyltransferase, putative	12	1975172	1976437	1		protein_coding	Q8I4V3	
PF3D7_1255000	rifin	12	2234600	2235792	1		protein_coding	Q8I4N7	
PF3D7_1250400	conserved Plasmodium protein, unknown function	12	2067400	2069370	1		protein_coding		
PF3D7_1247000.2	DNA replication origin binding protein,putative	12	1946914	1948733	1		protein_coding		
PF3D7_1246500	conserved Plasmodium protein, unknown function	12	1933761	1935467	-1		protein_coding	Q8I4W7	
PF3D7_1210100	syntaxin, Qa-SNARE family	12	455304	456236	-1		protein_coding	Q8I5U8	
PF3D7_1205300	conserved Plasmodium protein, unknown function	12	230463	231407	1		protein_coding		
PF3D7_1207000	conserved Plasmodium protein, unknown function	12	313869	321908	-1		protein_coding		
PF3D7_1204400	conserved Plasmodium membrane protein, unknown function	12	208165	210893	-1		protein_coding		
PF3D7_1210300	conserved Plasmodium protein, unknown function	12	465115	465744	1		protein_coding		
PF3D7_1202300	dynein heavy chain, putative	12	119402	141499	1		protein_coding	A0A144A1B4	
PF3D7_1251500	ATP-dependent RNA helicase DRS1, putative	12	2099852	2101969	1		protein_coding	A0A144A382	
PF3D7_1251000	conserved Plasmodium protein, unknown function	12	2085370	2086959	-1		protein_coding		
PF3D7_1243400	conserved Plasmodium protein, unknown function	12	1818738	1820069	1		protein_coding		
PF3D7_1242600	protein farnesyltransferase subunit alpha	12	1800562	1802310	1		protein_coding	Q8I503	
PF3D7_1253700	rifin	12	2190483	2191770	-1		protein_coding	Q8I4Q0	
PF3D7_1225100	isoleucine--tRNA ligase, putative	12	1018506	1024008	1		protein_coding	Q8I5G6	
PF3D7_1231700	conserved Plasmodium protein, unknown function	12	1306524	1306968	-1		protein_coding		
PF3D7_1210900	GPI mannosyltransferase I	12	480593	482806	1		protein_coding	Q8I5U1	
PF3D7_1233600	asparagine and aspartate rich protein 1	12	1385707	1402218	1		protein_coding	Q8I586	
PF3D7_1243600	translation initiation factor SUI1, putative	12	1825959	1826884	1		protein_coding	Q8I4Z4	
PF3D7_1237100	conserved Plasmodium protein, unknown function	12	1540766	1549144	-1		protein_coding		
PF3D7_1253200	Plasmodium exported protein, unknown function	12	2173799	2174322	-1		protein_coding	Q8I4Q4	
PF3D7_1222500	diphthine--ammonia ligase, putative	12	899198	901076	-1		protein_coding	Q8I5J0	
PF3D7_1252100	rhoptry neck protein 3	12	2114628	2122487	-1		protein_coding	Q8I4R5	
PF3D7_1247100	conserved Plasmodium protein, unknown function	12	1949594	1950493	1		protein_coding		
PF3D7_1226000	conserved Plasmodium protein, unknown function	12	1053296	1056282	-1		protein_coding	Q8I5F7	
PF3D7_1228500	RNA pseudouridylate synthase, putative	12	1158554	1160062	1		protein_coding	Q8I5D3	
PF3D7_1210700	conserved Plasmodium protein, unknown function	12	476577	478370	-1		protein_coding		
PF3D7_1201600	NIMA related kinase 3	12	101581	102624	-1		protein_coding	Q8I629	
PF3D7_1208700	conserved protein, unknown function	12	403350	404814	1		protein_coding	Q8I5W1	
PF3D7_1211400	heat shock protein DNAJ homologue Pfj4	12	505344	506662	1		protein_coding	Q7KQK3	
PF3D7_1224000	GTP cyclohydrolase I	12	974372	975541	1		protein_coding	Q8I5H7	
PF3D7_1206100	IMP-specific 5'-nucleotidase, putative	12	272320	274742	-1		protein_coding	A0A144A134	
PF3D7_1209900	ABC transporter B family member 7, putative	12	448772	451339	-1		protein_coding	Q8I5V0	
PF3D7_1203900	ubiquitin-conjugating enzyme E2	12	194144	195462	1		protein_coding	Q8I607	
PF3D7_1240100	early transcribed membrane protein 12	12	1685094	1685411	-1		protein_coding	Q8I522	
PF3D7_1254600	stevor	12	2221835	2222848	1		protein_coding	A0A144A0T7	
PF3D7_1226800	ataxin-3, putative	12	1085387	1087264	1		protein_coding	Q8I5F0	
PF3D7_1214000	conserved Plasmodium protein, unknown function	12	600954	601564	-1		protein_coding		
PF3D7_1212100	peripheral plastid protein 1, putative	12	536951	538627	1		protein_coding	Q8I5T1	
PF3D7_1216700	perforin-like protein 2	12	663061	666282	1		protein_coding	Q8I5P0	
PF3D7_1249100	conserved Plasmodium protein, unknown function	12	2008194	2009708	1		protein_coding	Q8I4U3	
PF3D7_1237700	conserved protein, unknown function	12	1572371	1573557	1		protein_coding		
PF3D7_1221200	conserved Plasmodium protein, unknown function	12	849840	850652	1		protein_coding		
PF3D7_1240400	erythrocyte membrane protein 1, PfEMP1	12	1704512	1712490	1		protein_coding	Q8I520	
PF3D7_1231400	amino acid transporter, putative	12	1290685	1297069	-1		protein_coding	Q8I5A6	
PF3D7_1236500	conserved Plasmodium protein, unknown function	12	1525407	1526216	-1		protein_coding		
PF3D7_1243300	conserved Plasmodium protein, unknown function	12	1816069	1816448	-1		protein_coding		
PF3D7_1250300	vacuolar protein sorting-associated protein 26,putative	12	2064987	2066040	1		protein_coding		Q8I4T1
PF3D7_1208200	cysteine repeat modular protein 3	12	376552	387483	1		protein_coding	Q8I5W5	
PF3D7_1202100.1	conserved protein, unknown function	12	113787	115923	1		protein_coding		
PF3D7_1228600	merozoite surface protein 9	12	1160729	1162960	-1		protein_coding		Q8I5D2
PF3D7_1234500	conserved Plasmodium protein, unknown function	12	1439896	1441050	-1		protein_coding		
PF3D7_1234100	bromodomain protein, putative	12	1414414	1426104	1		protein_coding		
PF3D7_1241300	conserved Plasmodium protein, unknown function	12	1757517	1759199	-1		protein_coding	Q8I516	
PF3D7_1234000	conserved Plasmodium protein, unknown function	12	1411607	1413104	-1		protein_coding		
PF3D7_1211300	DNA helicase MCM8, putative	12	498524	502229	-1		protein_coding	Q8I5T7	
PF3D7_1232400	conserved protein, unknown function	12	1337710	1338816	-1		protein_coding		
PF3D7_1203400	transporter, putative	12	178162	181914	1		protein_coding		
PF3D7_1215200	peptidyl-prolyl cis-trans isomerase	12	627361	628203	1		protein_coding	Q8I5Q4	
PF3D7_1227500	cyclin	12	1114025	1121093	-1		protein_coding	Q8I5E3	
PF3D7_1243200	conserved Plasmodium protein, unknown function	12	1815311	1815562	1		protein_coding	C6S3L2	
PF3D7_1244700	conserved Plasmodium protein, unknown function	12	1871919	1872911	1		protein_coding		
PF3D7_1210500	conserved Plasmodium protein, unknown function	12	470229	471545	1		protein_coding		
PF3D7_1224600	cytochrome c heme lyase, putative	12	1000679	1001945	-1		protein_coding	Q8I5H1	
PF3D7_1204200	conserved Plasmodium protein, unknown function	12	202948	204837	1		protein_coding		
PF3D7_1225500	small subunit rRNA processing factor, putative	12	1033551	1035112	1		protein_coding	Q8I5G2	
